10712445,g1246,d1923,inhibitor
15655513,g1883,d2517,inhibitor
16818707,g2199,d2108,sin_interaccion
9694935,g1246,d3195,inhibitor
17016423,g2148,d3123,sin_interaccion
17016423,g1113,d1868,sin_interaccion
9272380,g2253,d3115,antagonist
16938288,g100,d3303,antagonist
15947036,g1081,d160,binder
10224140,g2115,d3013,inhibitor
17128417,g183,d3327,agonist
17016423,g2099,d3400,sin_interaccion
10758053,g2028,d2113,inhibitor
17016423,g1641,d2842,sin_interaccion
12372041,g1175,d1798,antibody
17016423,g2402,d1693,sin_interaccion
17139494,g479,d2687,partial agonist
17016423,g836,d330,sin_interaccion
16971318,g398,d52,antagonist
22698264,g2150,d3289,inhibitor
16418176,g1806,d3259,negative modulator
9859690,g1110,d3562,agonist
17016423,g730,d3419,sin_interaccion
17016423,g1884,d2409,sin_interaccion
15128769,g1737,d1957,agonist
10496350,g2366,d3077,inhibitor
26522274,g682,d2797,inhibitor
12545203,g152,d3156,cofactor
11159707,g779,d2656,unknown
8606397,g147,d1879,inhibitor
17016423,g1883,d3400,sin_interaccion
17612710,g644,d253,inhibitor
19544046,g1078,d3050,antagonist
17016423,g87,d1740,sin_interaccion
17016423,g1601,d2022,sin_interaccion
17016423,g730,d2677,sin_interaccion
8922878,g1737,d1946,agonist
16333859,g231,d3495,agonist
17242925,g1113,d221,antagonist
17355163,g36,d3559,inhibitor
7567987,g618,d3047,cofactor
15028244,g1635,d440,agonist
12601084,g2028,d2113,inhibitor
17102120,g1279,d3226,antagonist
16581181,g2276,d2433,binder
16988497,g757,d2490,ligand
17016423,g1883,d2022,sin_interaccion
14647959,g1108,d221,antagonist
17016423,g618,d2900,sin_interaccion
17016423,g1697,d532,sin_interaccion
12654248,g2331,d2565,inducer
19465935,g1701,d3464,inhibitor
7511759,g1417,d419,inhibitor
11352979,g1481,d2272,antagonist
8566141,g656,d136,agonist
17016423,g183,d1868,sin_interaccion
1279186,g789,d2878,inhibitor
17016423,g2148,d1736,sin_interaccion
16899342,g312,d2170,inhibitor
17016423,g1641,d3440,sin_interaccion
16982590,g730,d2044,agonist
17016423,g741,d83,sin_interaccion
6436227,g2366,d3434,inhibitor
20525913,g2412,d2019,agonist
11398914,g1884,d3139,inhibitor
17016423,g1602,d2022,sin_interaccion
26025563,g46,d3205,antagonist
8922878,g1602,d1946,antagonist
17016423,g831,d2595,sin_interaccion
17016423,g2366,d2670,sin_interaccion
17016423,g183,d2022,sin_interaccion
17216565,g1174,d2286,modulator
19458386,g9,d3014,inhibitor
23061804,g1219,d3154,inhibitor
16036347,g1826,d248,inhibitor
2175153,g730,d2753,agonist
11785774,g1883,d2969,inhibitor
1976401,g92,d3130,agonist
16507911,g2437,d1815,inhibitor
12784866,g49,d2318,inducer
17016423,g2412,d330,sin_interaccion
17016423,g2099,d2842,sin_interaccion
15458921,g1582,d1960,antagonist
15093539,g721,d2890,antibody
8819494,g1635,d2464,partial agonist
1838579,g1108,d2621,agonist
1647395,g1359,d2041,antagonist
16039053,g1875,d2653,agonist
15723541,g8,d3047,inhibitor
1646776,g1110,d2022,agonist
16648572,g525,d3264,inhibitor
8878254,g1635,d2421,agonist
17016423,g1174,d432,sin_interaccion
16647299,g1187,d2678,inhibitor
17016423,g574,d2071,sin_interaccion
1438284,g248,d1968,inhibitor
9885294,g13,d3256,inhibitor
17016423,g87,d2441,sin_interaccion
18655903,g229,d2093,agonist
14967461,g682,d2445,antagonist
12525272,g1108,d2022,agonist
17016423,g741,d330,sin_interaccion
17016423,g2412,d2988,sin_interaccion
17016423,g618,d330,sin_interaccion
16990386,g285,d1963,antibody
14633707,g682,d2445,antagonist
20502722,g1357,d3564,inhibitor
17016423,g2148,d2595,sin_interaccion
18452763,g1878,d340,agonist
11944917,g2004,d157,antagonist
15051528,g152,d3156,cofactor
12383040,g2056,d2149,potentiator
19568703,g1477,d3078,multitarget
18715952,g1874,d1903,agonist
19805629,g9,d2215,inhibitor
19952416,g1883,d2807,inhibitor
16513821,g1079,d2082,antagonist
17016423,g1602,d2988,sin_interaccion
17016423,g1641,d2071,sin_interaccion
15374980,g682,d2445,antagonist
17016423,g741,d2564,sin_interaccion
17016423,g2366,d3504,sin_interaccion
17016423,g2366,d2988,sin_interaccion
18541897,g1274,d252,inhibitor
11704565,g676,d358,antagonist
17016423,g1645,d3417,sin_interaccion
18559524,g802,d2731,inhibitor
17016423,g36,d2809,sin_interaccion
3253717,g1078,d3443,antagonist
11894013,g682,d2838,suppressor
17016423,g830,d3417,sin_interaccion
14646100,g2043,d3047,cofactor
17016423,g1884,d83,sin_interaccion
17016423,g1611,d83,sin_interaccion
15931360,g1071,d2735,inhibitor
20967473,g1695,d3391,inhibitor
6184384,g1283,d1746,inhibitor
17016423,g2366,d83,sin_interaccion
16932686,g398,d52,antagonist
11876686,g1117,d3302,antagonist
18974361,g308,d2737,inhibitor
17016423,g2099,d2595,sin_interaccion
6428914,g147,d153,inhibitor
15120421,g1601,d2643,antagonist
17016423,g1174,d2261,sin_interaccion
17329241,g1875,d1903,agonist
17161848,g2000,d3417,agonist
17016423,g741,d2750,sin_interaccion
19039322,g1361,d359,inhibitor
17016423,g1587,d2456,sin_interaccion
20870038,g2028,d96,inhibitor
18970411,g656,d1927,antagonist
15771415,g656,d2651,binder
16472864,g1229,d1804,antagonist
17016423,g293,d83,sin_interaccion
17541990,g2437,d1815,inhibitor
10852638,g1424,d2544,inhibitor
17016423,g2412,d3440,sin_interaccion
17016423,g1641,d3504,sin_interaccion
8446367,g248,d1912,potentiator
7855217,g449,d1679,antagonist
12686158,g122,d3047,cofactor
16917142,g730,d3402,modulator
19527023,g2353,d1740,inhibitor
17071728,g786,d2878,antagonist
9626023,g1884,d2556,inhibitor
17016423,g1174,d1868,sin_interaccion
16306443,g304,d2638,inhibitor
17016423,g2412,d2441,sin_interaccion
12660248,g1378,d3156,cofactor
17367763,g800,d3264,inhibitor
10433496,g91,d2689,antagonist
18447604,g1080,d321,antagonist
17016423,g2412,d2842,sin_interaccion
17016423,g1697,d3123,sin_interaccion
16018973,g1027,d2715,agonist
17016423,g293,d3123,sin_interaccion
9537821,g2149,d160,sin_interaccion
18691132,g657,d3148,agonist
18691132,g1114,d2498,antagonist
15177307,g1884,d2517,inhibitor
1620654,g352,d464,inducer
18976723,g730,d1878,agonist
16324695,g92,d2098,agonist
11050304,g1109,d1976,agonist
19038618,g1878,d3414,agonist
16533791,g1274,d3264,inhibitor
16313925,g1698,d2314,inhibitor
12023972,g1379,d3156,cofactor
17016423,g23,d1736,sin_interaccion
9990413,g1932,d77,agonist
7858879,g677,d358,antagonist
17016423,g293,d2784,sin_interaccion
17016423,g2412,d2677,sin_interaccion
17016423,g23,d2146,sin_interaccion
17016423,g293,d77,sin_interaccion
17016423,g1884,d2750,sin_interaccion
11040338,g1601,d379,antagonist
17016423,g1602,d1693,sin_interaccion
20650892,g1737,d3238,agonist
17016423,g1113,d77,sin_interaccion
17016423,g1847,d2564,sin_interaccion
11172467,g1805,d331,agonist
7625729,g1602,d1946,antagonist
10530689,g8,d3508,inhibitor
17016423,g1697,d2022,sin_interaccion
17016423,g1113,d2809,sin_interaccion
17157111,g1476,d3078,multitarget
17016423,g23,d2670,sin_interaccion
8904614,g1110,d3135,agonist
16313925,g1697,d2314,inhibitor
20110044,g721,d2445,antagonist
20424181,g741,d3134,antagonist
20075420,g9,d3014,inhibitor
11876686,g1117,d3302,partial agonist
15661881,g2292,d2339,agonist
17016423,g479,d3440,sin_interaccion
17016423,g2099,d2676,sin_interaccion
17016423,g87,d2677,sin_interaccion
16971318,g396,d52,antagonist
17209801,g2149,d2611,negative modulator
14766795,g1259,d299,inducer
17504214,g8,d2428,inhibitor
16807401,g2078,d2988,binder
9083792,g656,d221,partial agonist
17016423,g1641,d2809,sin_interaccion
16939423,g1807,d3255,agonist
11804849,g1245,d2343,inhibitor
19874252,g2197,d3314,inhibitor
16515461,g152,d3156,cofactor
17594079,g450,d3450,antagonist
17016423,g447,d432,sin_interaccion
17016423,g831,d3400,sin_interaccion
8797192,g656,d2137,antagonist
16333859,g231,d1847,agonist
16925508,g1113,d3195,antagonist
20599704,g1874,d1903,agonist
18372395,g93,d3222,agonist
17016423,g293,d2071,sin_interaccion
17016423,g1847,d3440,sin_interaccion
16892782,g1180,d2995,antagonist
17016423,g1697,d3100,sin_interaccion
19449447,g1476,d2559,agonist
17016423,g447,d2750,sin_interaccion
17016423,g1810,d2900,sin_interaccion
17016423,g293,d2670,sin_interaccion
16472864,g1232,d1804,antagonist
17016423,g836,d3440,sin_interaccion
17016423,g2099,d2385,sin_interaccion
17071728,g787,d2878,antagonist
17016423,g183,d2670,sin_interaccion
20589617,g1475,d1771,cofactor
15304385,g801,d3264,inhibitor
18691132,g1110,d200,agonist
17016423,g1697,d1740,sin_interaccion
11955068,g1485,d2300,cofactor
15289999,g1477,d95,agonist
9537821,g2149,d2546,inhibitor
17016423,g830,d3100,sin_interaccion
9642259,g2276,d2433,binder
19825921,g741,d2149,inhibitor
16503817,g1274,d3226,antagonist
11410481,g382,d2190,antibody
16736512,g46,d3205,inhibitory immune response
18559524,g2198,d2731,inhibitor
9374794,g1246,d1708,inhibitor
17016423,g1810,d2123,sin_interaccion
17016423,g23,d2123,sin_interaccion
25598831,g2141,d1987,inhibitor
17082235,g1807,d2654,agonist
23514013,g1220,d3154,inhibitor
15495988,g899,d2076,agonist
18691132,g1110,d3148,sin_interaccion
16806905,g731,d3436,allosteric modulator
2307235,g730,d1675,agonist
18684057,g1175,d1832,agonist
10567956,g1174,d286,antibody
23320989,g657,d443,agonist
17016423,g2412,d2456,sin_interaccion
17016423,g836,d2784,sin_interaccion
11723247,g1619,d2469,partial antagonist
10206175,g8,d3508,inhibitor
17016423,g831,d2385,sin_interaccion
8566109,g1883,d2065,inhibitor
8743744,g1114,d2621,antagonist
19836445,g183,d2476,agonist
16418310,g1274,d3264,inhibitor
18542932,g85,d3129,antagonist
11063897,g1113,d2651,antagonist
15493951,g1737,d1946,agonist
8103596,g656,d115,antagonist
15030294,g100,d2382,antagonist
17016423,g2366,d532,sin_interaccion
12060674,g1378,d3156,cofactor
11807012,g745,d2455,inhibitor
9525919,g2307,d318,other
18691132,g656,d2498,agonist
17016423,g479,d83,sin_interaccion
19837759,g178,d2116,binder
17020532,g1601,d2509,agonist
17016423,g1602,d2842,sin_interaccion
16247743,g2376,d2645,inhibitor
17016423,g836,d2676,sin_interaccion
10617684,g2028,d2113,inhibitor
17016423,g87,d2670,sin_interaccion
11931851,g183,d334,antagonist
12383039,g2056,d2149,potentiator
12173932,g350,d3047,cofactor
7610922,g321,d407,agonist
12538485,g1710,d3264,inhibitor
17016423,g830,d77,sin_interaccion
11834243,g1112,d3562,agonist
2891550,g1113,d1679,antagonist
7984281,g2150,d160,inhibitor
12650887,g2028,d2635,inhibitor
9089664,g89,d3393,binder
17016423,g1602,d1740,sin_interaccion
10212017,g1078,d375,antagonist
3178884,g2307,d2092,other
15837316,g296,d3564,inhibitor
17510403,g944,d2213,cofactor
10193663,g1110,d1976,agonist
9990013,g19,d2215,blocker
17016423,g574,d2809,sin_interaccion
18691132,g1108,d3145,agonist
2899826,g448,d2474,antagonist
17016423,g2402,d3440,sin_interaccion
17315033,g2283,d1863,agonist
17016423,g183,d3440,sin_interaccion
15535430,g730,d289,agonist
16893531,g2148,d3089,inhibitor
17016423,g741,d2434,sin_interaccion
16638875,g1709,d3264,inhibitor
7684066,g1116,d3456,antagonist
17351760,g282,d2207,binder
14663936,g183,d2697,agonist
17016423,g1697,d83,sin_interaccion
7499435,g792,d2829,binder
19878872,g1351,d2985,inhibitor
18574748,g1879,d3415,agonist
18691132,g1110,d3145,agonist
10594327,g1884,d2065,inhibitor
17016423,g1883,d3100,sin_interaccion
17016423,g1645,d2441,sin_interaccion
15134221,g2366,d425,inhibitor
17215245,g1847,d2563,activator
17016423,g1601,d2261,sin_interaccion
14993240,g1883,d2318,inhibitor
17227289,g1258,d1934,inhibitor
16815313,g2418,d59,inhibitor
10597865,g1078,d236,antagonist
15955613,g1358,d2589,inhibitor
16403783,g1883,d2517,inhibitor
17016423,g2412,d432,sin_interaccion
17229632,g1279,d3226,antagonist
10418836,g260,d2941,agonist
17016423,g1697,d1868,sin_interaccion
2882965,g147,d3255,inhibitor
15868121,g1807,d3303,partial agonist
8392199,g1108,d123,antagonist
21079302,g2296,d2224,antibody
17016423,g447,d330,sin_interaccion
16102054,g2418,d2563,cofactor
15882122,g1635,d134,antagonist
16723527,g1601,d2643,antagonist
17016423,g23,d2784,sin_interaccion
17016423,g831,d3419,sin_interaccion
3928974,g1737,d117,agonist
17389558,g1476,d3078,multitarget
18691132,g657,d2498,agonist
16854582,g792,d2829,binder
21318891,g2181,d3234,ligand
11413269,g1626,d3234,product of
10227113,g85,d2773,antagonist
11683476,g101,d3295,antagonist
17016423,g831,d2409,sin_interaccion
12115473,g1775,d3410,inhibitor
23579459,g2008,d2109,modulator
17000136,g478,d2188,inhibitor
17016423,g87,d3440,sin_interaccion
18691132,g657,d200,sin_interaccion
17516707,g1884,d2508,inhibitor
18691132,g656,d200,agonist
18336309,g293,d3066,inhibitor
17016423,g447,d3419,sin_interaccion
10752671,g183,d2143,antagonist
11716850,g19,d2702,inhibitor
17016423,g1113,d2842,sin_interaccion
16864492,g599,d2995,antagonist
1356589,g352,d464,inducer
11511086,g1246,d3195,inhibitor
21318872,g2181,d3234,ligand
11041225,g1737,d1849,agonist
19338579,g1883,d2807,inhibitor
17024689,g1883,d2807,inhibitor
23393020,g1862,d441,inhibitor
9650800,g1109,d3135,agonist
10188968,g1109,d2022,agonist
9891987,g1601,d1719,agonist
11264449,g831,d2908,sin_interaccion
17016423,g1113,d2988,sin_interaccion
16075246,g849,d3047,cofactor
17016423,g36,d3504,sin_interaccion
9730838,g1479,d3334,cofactor
17016423,g2412,d2784,sin_interaccion
10822172,g183,d2143,antagonist
17016423,g447,d2988,sin_interaccion
11511086,g1246,d2956,inhibitor
10878294,g633,d2450,inhibitor
17016423,g2366,d2434,sin_interaccion
18691132,g1108,d3148,agonist
11264449,g953,d3354,antagonist
17016423,g1883,d2809,sin_interaccion
22273746,g1085,d2152,inhibitor
17016423,g1883,d3123,sin_interaccion
15561708,g1441,d3047,cofactor
9537821,g2148,d160,inhibitor
17016423,g1645,d77,sin_interaccion
16629948,g1186,d2678,inhibitor
2154737,g1113,d162,antagonist
15464832,g1883,d2969,inhibitor
2982481,g1737,d2557,agonist
16696579,g657,d155,antagonist
17016423,g1645,d1693,sin_interaccion
16478825,g2149,d2094,inhibitor
17020493,g398,d52,antagonist
19715408,g746,d3527,antagonist
11846620,g1884,d2508,inhibitor
15466450,g1117,d3302,antagonist
17016423,g1587,d2900,sin_interaccion
19955815,g1139,d2863,agonist
9074840,g1998,d71,agonist
15320857,g1112,d3135,agonist
17016423,g831,d2988,sin_interaccion
18541897,g800,d252,inhibitor
14571621,g931,d1806,negative modulator
19228178,g1477,d3078,multitarget
19826192,g599,d1702,antagonist
17016423,g1884,d2595,sin_interaccion
17016423,g833,d2022,sin_interaccion
16570163,g1194,d2361,agonist
11979347,g1475,d1771,cofactor
1278093,g2320,d435,inhibitor
10794682,g1884,d2849,inhibitor
6103055,g1358,d2844,inhibitor
19570945,g1114,d400,agonist
17498496,g1171,d172,antagonist
24947465,g656,d365,partial agonist
11526976,g1078,d2906,antagonist
11737206,g2069,d3334,cofactor
17016423,g1601,d2564,sin_interaccion
7054210,g1601,d1754,agonist
15684812,g1601,d2509,agonist
9421374,g2134,d3249,ligand
10075051,g2296,d2341,inhibitor
10821800,g1114,d160,antagonist
19818342,g1401,d2644,antagonist
17016423,g836,d83,sin_interaccion
17016423,g730,d2564,sin_interaccion
15476667,g1883,d2423,inhibitor
20512624,g2144,d2248,inhibitor
17016423,g23,d2022,sin_interaccion
14965331,g1358,d3564,inhibitor
17016423,g87,d3419,sin_interaccion
17016423,g833,d1868,sin_interaccion
16507829,g1952,d3226,inhibitor
16697227,g1414,d1771,cofactor
19951374,g449,d2586,agonist
16932686,g396,d52,antagonist
17016423,g830,d2456,sin_interaccion
16942602,g138,d3251,inhibitor
17016423,g741,d3400,sin_interaccion
15778703,g1246,d2640,inhibitor
15287725,g1335,d146,other
11970990,g377,d105,inhibitor
17016423,g618,d2146,sin_interaccion
20235752,g1733,d2171,inhibitor
9537821,g2149,d397,sin_interaccion
15128471,g1602,d3238,antagonist
25261794,g1635,d1983,agonist
17016423,g293,d2595,sin_interaccion
17016423,g1883,d2988,sin_interaccion
7755585,g1932,d71,agonist
16473424,g1883,d2065,inhibitor
14684332,g293,d1872,sin_interaccion
17594079,g447,d3450,antagonist
17141277,g92,d458,agonist
16248797,g456,d285,antagonist
11318430,g147,d2748,inhibitor
15627433,g1078,d1910,antagonist
17016423,g1174,d2676,sin_interaccion
19005061,g307,d2056,inhibitor
17016423,g1810,d3400,sin_interaccion
17016423,g830,d3440,sin_interaccion
3989343,g730,d2041,agonist
17016423,g87,d2123,sin_interaccion
9718276,g1112,d3135,agonist
10068594,g631,d1672,inhibitor
15321730,g981,d444,inhibitor
14757700,g2334,d2565,inducer
11740746,g631,d1672,inhibitor
17016423,g87,d2750,agonist
17016423,g2148,d330,sin_interaccion
22537794,g2149,d222,antagonist
17016423,g1611,d1740,sin_interaccion
9865942,g293,d367,inhibitor
17016423,g618,d3400,sin_interaccion
14573702,g2403,d360,binder
12564662,g1884,d3481,inhibitor
17016423,g1697,d1736,sin_interaccion
17016423,g479,d3123,sin_interaccion
17016423,g1847,d3400,sin_interaccion
11132624,g1646,d3266,antagonist
9563368,g1601,d2126,agonist
10403429,g1564,d1714,stimulator
12496872,g183,d2725,antagonist
12093318,g1109,d3135,agonist
19506838,g656,d3195,antagonist
16807441,g1991,d2188,inhibitor
20155724,g1478,d2072,inhibitor
17016423,g23,d3123,sin_interaccion
17016423,g87,d1693,sin_interaccion
15571283,g2366,d3434,inhibitor
17016423,g1611,d330,sin_interaccion
17016423,g447,d2784,sin_interaccion
18559524,g791,d2731,inhibitor
17016423,g183,d2564,sin_interaccion
17296815,g802,d3226,antagonist
17016423,g2366,d330,sin_interaccion
10852638,g1438,d2544,antagonist
10643998,g2276,d3166,cofactor
17016423,g1884,d2900,sin_interaccion
16420438,g2000,d3417,agonist
16326016,g913,d2212,product of
3143355,g2069,d3047,cofactor
12100530,g2197,d3314,inhibitor
17016423,g830,d2146,sin_interaccion
20569080,g1478,d2072,inhibitor
15955613,g2149,d2611,sin_interaccion
10522750,g2253,d3115,antagonist
24045179,g414,d3112,inhibitor
11391066,g73,d2148,inhibitor
17016423,g574,d2261,sin_interaccion
14753710,g1710,d3264,inhibitor
10066903,g1116,d3456,antagonist
17016423,g836,d2071,sin_interaccion
2895614,g1587,d2032,agonist
15955613,g1358,d163,sin_interaccion
15203120,g745,d3266,inhibitor
20599704,g1875,d1903,agonist
17564638,g1174,d1798,antibody
17016423,g293,d2261,sin_interaccion
17016423,g447,d2146,sin_interaccion
17591945,g1861,d441,inhibitor
17016423,g2402,d1868,sin_interaccion
7493546,g1116,d1924,antagonist
2433905,g62,d2879,inhibitor
17485303,g1884,d2723,inhibitor
11524006,g350,d3156,activator
11856082,g2254,d3115,inhibitor
17016423,g836,d2677,sin_interaccion
9506240,g1116,d1924,antagonist
17497934,g51,d81,product of
17016423,g2099,d83,sin_interaccion
17016423,g87,d1736,sin_interaccion
17016423,g831,d2434,sin_interaccion
2361169,g248,d2393,inhibitor
12538485,g1274,d3264,inhibitor
19170413,g1205,d1969,antibody
17851563,g1186,d2677,inhibitor
16109140,g343,d1701,agonist
15947888,g1602,d3238,antagonist
17925887,g1931,d3284,agonist
17016423,g1602,d2784,sin_interaccion
17016423,g618,d1736,sin_interaccion
24045179,g411,d3112,antagonist
17016423,g447,d2809,sin_interaccion
17016423,g618,d2441,sin_interaccion
15771415,g2148,d2773,sin_interaccion
17016423,g183,d2809,sin_interaccion
9806324,g84,d150,antagonist
17016423,g1883,d83,sin_interaccion
12075113,g1222,d226,inducer
12177684,g1113,d2115,antagonist
17016423,g2366,d3123,sin_interaccion
10432475,g1108,d2957,antagonist
17016423,g2412,d1693,sin_interaccion
17016423,g2148,d2022,inhibitor
10500149,g183,d2143,antagonist
10787442,g1805,d1724,agonist
8842678,g1357,d3555,inhibitor
17016423,g2412,d3100,sin_interaccion
17016423,g1645,d2784,sin_interaccion
16857832,g543,d3047,cofactor
17016423,g1601,d77,sin_interaccion
16109390,g1999,d3417,agonist
10911931,g1635,d2475,agonist
20345211,g472,d2513,inducer
16172182,g1883,d2517,inhibitor
11477109,g1883,d2318,inhibitor
10799317,g1805,d2096,agonist
11922402,g730,d2165,antagonist
17768100,g1445,d2771,inhibitor
10433496,g91,d123,antagonist
17016423,g730,d532,sin_interaccion
15022409,g1175,d1798,antibody
9589848,g830,d160,antagonist
17016423,g1174,d532,sin_interaccion
20373869,g765,d463,inhibitor
17016423,g831,d2146,sin_interaccion
17016423,g479,d3504,sin_interaccion
17016423,g2148,d2071,sin_interaccion
17016423,g2366,d1693,sin_interaccion
20531964,g1478,d2072,inhibitor
17016423,g1883,d2409,sin_interaccion
1378042,g1177,d157,antagonist
17016423,g831,d2261,sin_interaccion
16249494,g1878,d3414,agonist
9425362,g633,d243,inhibitor
11877399,g2069,d3047,cofactor
17431118,g2216,d1815,inhibitor
20512624,g2146,d2248,inhibitor
19878872,g1274,d2985,inhibitor
11131599,g1113,d1708,agonist
10958085,g1635,d1864,agonist
19788928,g1875,d1903,agonist
18560757,g79,d81,product of
8797823,g2297,d2289,binder
2226440,g1660,d2750,inhibitor
20351564,g1401,d3524,inhibitor
17016423,g2099,d2071,sin_interaccion
11906825,g121,d148,inducer
17016423,g836,d2022,sin_interaccion
17016423,g1884,d432,sin_interaccion
19460789,g449,d2586,agonist
9951949,g1401,d2644,inhibitor
17016423,g447,d532,sin_interaccion
19434891,g730,d2054,agonist
17016423,g1847,d1693,sin_interaccion
17016423,g1645,d1736,sin_interaccion
12358053,g1883,d2065,inhibitor
15824083,g1807,d2579,agonist
27110120,g1078,d338,antagonist
10450786,g1884,d2508,inhibitor
12113237,g730,d2165,antagonist
16214394,g783,d2318,agonist
17016423,g2402,d2409,sin_interaccion
17016423,g1601,d2677,sin_interaccion
15753395,g1884,d2200,inhibitor
15955613,g1357,d2611,sin_interaccion
18794803,g1924,d3226,inhibitor
17016423,g2099,d2809,sin_interaccion
15710413,g2276,d2634,binder
17353295,g899,d2076,agonist
24261583,g676,d2529,antagonist
10852638,g1425,d2544,inhibitor
17016423,g293,d2385,sin_interaccion
18803986,g721,d2445,antagonist
23272794,g1108,d2330,antagonist
18604239,g830,d1731,potentiator
15378559,g1116,d2834,antagonist
18691132,g656,d3145,agonist
14668946,g1071,d2735,inhibitor
12714494,g2302,d362,binder
10102370,g765,d463,inhibitor
16298345,g371,d2542,antagonist
23620660,g2296,d462,neutralizer
17016423,g2412,d2564,sin_interaccion
17016423,g833,d3123,sin_interaccion
10852638,g1423,d2544,inhibitor
25239269,g2376,d1977,antagonist
3260648,g1792,d1712,inducer
15620572,g248,d2912,inhibitor
1957124,g787,d3252,agonist
9380737,g631,d3051,inhibitor
16981708,g51,d81,product of
16721371,g23,d2724,inhibitor
16708051,g1991,d2188,inhibitor
17016423,g1174,d2677,sin_interaccion
10024454,g1856,d3047,cofactor
17178882,g1279,d3226,antagonist
17016423,g1847,d2900,sin_interaccion
15862515,g1108,d221,antagonist
10995244,g1579,d3166,cofactor
11594437,g1110,d3562,agonist
15905177,g9,d2215,inhibitor
11237340,g1479,d3334,cofactor
9279507,g215,d2444,inhibitor
17016423,g1884,d3417,sin_interaccion
15383624,g1931,d3297,agonist
20357016,g321,d2994,agonist
17016423,g833,d2784,sin_interaccion
17016423,g830,d532,sin_interaccion
17100196,g1778,d228,activator
15498818,g308,d2638,inhibitor
11999132,g1872,d2331,agonist
1691468,g1116,d3456,antagonist
14733708,g1874,d340,agonist
16388598,g1646,d3266,antagonist
17016423,g2099,d2784,sin_interaccion
11929321,g36,d2496,inhibitor
17016423,g1602,d532,sin_interaccion
12558771,g1110,d2022,agonist
17436372,g1884,d2200,inhibitor
17016423,g730,d3417,sin_interaccion
17016423,g23,d2456,sin_interaccion
17329241,g1873,d1903,agonist
19337725,g1120,d155,antagonist
8820988,g730,d117,agonist
19942638,g834,d3565,potentiator
15598423,g1884,d2452,negative modulator
1731757,g469,d1759,ligand
8529171,g111,d3259,inhibitor
17016423,g293,d2456,sin_interaccion
8388192,g828,d278,agonist
17016423,g574,d2676,sin_interaccion
17016423,g293,d532,sin_interaccion
11196553,g2028,d2635,inhibitor
477738,g1357,d2850,inhibitor
1646718,g1660,d2750,inhibitor
17016423,g831,d2456,sin_interaccion
15755648,g1883,d1882,inhibitor
10328995,g1117,d1708,agonist
11078469,g19,d2205,inhibitor
8058773,g147,d3554,inhibitor
17016423,g1884,d3440,sin_interaccion
19020136,g449,d2658,antagonist
12563315,g1027,d2715,agonist
11952155,g1884,d2969,inhibitor
17016423,g2099,d3123,sin_interaccion
17016423,g830,d2595,sin_interaccion
17016423,g2412,d1736,sin_interaccion
17133434,g890,d3223,binder
10873710,g38,d2940,inhibitor
17016423,g730,d1868,sin_interaccion
9015795,g658,d3096,antagonist
17016423,g293,d1736,sin_interaccion
10077001,g183,d2136,agonist
17222819,g1066,d159,inhibitor
15198222,g1884,d2065,inhibitor
16723497,g1116,d3456,antagonist
16267649,g742,d1746,inhibitor
